Game Number,Move Number,Player,Move,Board,Comment
607,9,White,e4g3,"r n . q k b n r
p p . . p p p p
. . p . . . . .
. . . . . b . .
. . . P N . . .
. . . . . . . .
P P P . . P P P
R . B Q K B N R",
607,10,Black,f5g6,"r n . q k b n r
p p . . p p p p
. . p . . . . .
. . . . . b . .
. . . P . . . .
. . . . . . N .
P P P . . P P P
R . B Q K B N R",This sequence is known as the Classical (or Main Line) Caro-Kann.
607,11,White,g1f3,"r n . q k b n r
p p . . p p p p
. . p . . . b .
. . . . . . . .
. . . P . . . .
. . . . . . N .
P P P . . P P P
R . B Q K B N R",
607,12,Black,b8d7,"r n . q k b n r
p p . . p p p p
. . p . . . b .
. . . . . . . .
. . . P . . . .
. . . . . N N .
P P P . . P P P
R . B Q K B . R",
607,13,White,c2c3,"r . . q k b n r
p p . n p p p p
. . p . . . b .
. . . . . . . .
. . . P . . . .
. . . . . N N .
P P P . . P P P
R . B Q K B . R",
607,14,Black,g8f6,"r . . q k b n r
p p . n p p p p
. . p . . . b .
. . . . . . . .
. . . P . . . .
. . P . . N N .
P P . . . P P P
R . B Q K B . R",
607,15,White,f1c4,"r . . q k b . r
p p . n p p p p
. . p . . n b .
. . . . . . . .
. . . P . . . .
. . P . . N N .
P P . . . P P P
R . B Q K B . R",
607,16,Black,e7e6,"r . . q k b . r
p p . n p p p p
. . p . . n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . . P P P
R . B Q K . . R","This allows the dark-squared Bishop to develop, as well as blocks the White Bishop's pressure on the vulnerable f7-square."
607,17,White,d1e2,"r . . q k b . r
p p . n . p p p
. . p . p n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . . P P P
R . B Q K . . R",
607,18,Black,f8e7,"r . . q k b . r
p p . n . p p p
. . p . p n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . Q P P P
R . B . K . . R",
607,19,White,e1g1,"r . . q k . . r
p p . n b p p p
. . p . p n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . Q P P P
R . B . K . . R",
607,20,Black,e8g8,"r . . q k . . r
p p . n b p p p
. . p . p n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . Q P P P
R . B . . R K .",
607,21,White,f1e1,"r . . q . r k .
p p . n b p p p
. . p . p n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . Q P P P
R . B . . R K .","Now Yates has some pressure along the e-file, created by the Queen-Rook battery."
607,22,Black,f6d5,"r . . q . r k .
p p . n b p p p
. . p . p n b .
. . . . . . . .
. . B P . . . .
. . P . . N N .
P P . . Q P P P
R . B . R . K .",
607,23,White,c4b3,"r . . q . r k .
p p . n b p p p
. . p . p . b .
. . . n . . . .
. . B P . . . .
. . P . . N N .
P P . . Q P P P
R . B . R . K .",Yate's plan is to play c3-c4 to kick the Black Knight out of the center.
607,24,Black,a7a5,"r . . q . r k .
p p . n b p p p
. . p . p . b .
. . . n . . . .
. . . P . . . .
. B P . . N N .
P P . . Q P P P
R . B . R . K .",This will provide an anchor for the Knight in case White plays c3-c4 immediately (see the variation to White's 13th move).
607,25,White,a2a3,"r . . q . r k .
. p . n b p p p
. . p . p . b .
p . . n . . . .
. . . P . . . .
. B P . . N N .
P P . . Q P P P
R . B . R . K .",Keeping the Black Knight off of b4.
607,26,Black,d8c7,"r . . q . r k .
. p . n b p p p
. . p . p . b .
p . . n . . . .
. . . P . . . .
P B P . . N N .
. P . . Q P P P
R . B . R . K .","Reti's Queen controls f4, allowing him to play ...Nf4 after c3-c4."
607,27,White,c3c4,"r . . . . r k .
. p q n b p p p
. . p . p . b .
p . . n . . . .
. . . P . . . .
P B P . . N N .
. P . . Q P P P
R . B . R . K .",
607,28,Black,d5f4,"r . . . . r k .
. p q n b p p p
. . p . p . b .
p . . n . . . .
. . P P . . . .
P B . . . N N .
. P . . Q P P P
R . B . R . K .",
607,29,White,c1f4,"r . . . . r k .
. p q n b p p p
. . p . p . b .
p . . . . . . .
. . P P . n . .
P B . . . N N .
. P . . Q P P P
R . B . R . K .",
607,30,Black,c7f4,"r . . . . r k .
. p q n b p p p
. . p . p . b .
p . . . . . . .
. . P P . B . .
P B . . . N N .
. P . . Q P P P
R . . . R . K .",
607,31,White,a1d1,"r . . . . r k .
. p . n b p p p
. . p . p . b .
p . . . . . . .
. . P P . q . .
P B . . . N N .
. P . . Q P P P
R . . . R . K .","Although the position is equal, Yates has his Rooks centralized and dominates the e-file."
607,32,Black,e7f6,"r . . . . r k .
. p . n b p p p
. . p . p . b .
p . . . . . . .
. . P P . q . .
P B . . . N N .
. P . . Q P P P
. . . R R . K .","The d4-pawn isn't supported by another pawn, so Reti makes it the focus of his attack. However, the pawn is presently defended adequately, so Yates decides to improve his position."
607,33,White,b3c2,"r . . . . r k .
. p . n . p p p
. . p . p b b .
p . . . . . . .
. . P P . q . .
P B . . . N N .
. P . . Q P P P
. . . R R . K .",The Bishop was badly placed on b3 (it was blocked by the c4-pawn). From c2 it controls the b1-h7 diagonal and invites a trade of Bishops.
607,34,Black,f8d8,"r . . . . r k .
. p . n . p p p
. . p . p b b .
p . . . . . . .
. . P P . q . .
P . . . . N N .
. P B . Q P P P
. . . R R . K .",
607,35,White,c2g6,"r . . r . . k .
. p . n . p p p
. . p . p b b .
p . . . . . . .
. . P P . q . .
P . . . . N N .
. P B . Q P P P
. . . R R . K .",
607,36,Black,h7g6,"r . . r . . k .
. p . n . p p p
. . p . p b B .
p . . . . . . .
. . P P . q . .
P . . . . N N .
. P . . Q P P P
. . . R R . K .",
607,37,White,g3e4,"r . . r . . k .
. p . n . p p .
. . p . p b p .
p . . . . . . .
. . P P . q . .
P . . . . N N .
. P . . Q P P P
. . . R R . K .",
607,38,Black,d7b6,"r . . r . . k .
. p . n . p p .
. . p . p b p .
p . . . . . . .
. . P P N q . .
P . . . . N . .
. P . . Q P P P
. . . R R . K .",
607,39,White,b2b3,"r . . r . . k .
. p . . . p p .
. n p . p b p .
p . . . . . . .
. . P P N q . .
P . . . . N . .
. P . . Q P P P
. . . R R . K .",
607,40,Black,f6e7,"r . . r . . k .
. p . . . p p .
. n p . p b p .
p . . . . . . .
. . P P N q . .
P P . . . N . .
. . . . Q P P P
. . . R R . K .",
607,41,White,d1d3,"r . . r . . k .
. p . . b p p .
. n p . p . p .
p . . . . . . .
. . P P N q . .
P P . . . N . .
. . . . Q P P P
. . . R R . K .",Yates plans to move the f3-Knight and slide the d3-Rook over to the open h-file.
607,42,Black,e7a3,"r . . r . . k .
. p . . b p p .
. n p . p . p .
p . . . . . . .
. . P P N q . .
P P . R . N . .
. . . . Q P P P
. . . . R . K .",
607,43,White,f3e5,"r . . r . . k .
. p . . . p p .
. n p . p . p .
p . . . . . . .
. . P P N q . .
b P . R . N . .
. . . . Q P P P
. . . . R . K .",
607,44,Black,f4h4,"r . . r . . k .
. p . . . p p .
. n p . p . p .
p . . . N . . .
. . P P N q . .
b P . R . . . .
. . . . Q P P P
. . . . R . K .",Moving the Queen to the open h-file is just asking for trouble. A very uncharacteristic mistake by Reti.
607,45,White,d3h3,"r . . r . . k .
. p . . . p p .
. n p . p . p .
p . . . N . . .
. . P P N . . q
b P . R . . . .
. . . . Q P P P
. . . . R . K .","This Rook move accomplishes two things: it attacks the Black Queen and plants the Rook on the open h-file, the highway to Black's King."
607,46,Black,h4e7,"r . . r . . k .
. p . . . p p .
. n p . p . p .
p . . . N . . .
. . P P N . . q
b P . . . . . R
. . . . Q P P P
. . . . R . K .",
607,47,White,e4g5,"r . . r . . k .
. p . . q p p .
. n p . p . p .
p . . . N . . .
. . P P N . . .
b P . . . . . R
. . . . Q P P P
. . . . R . K .",Reti sees the combination coming and tips his King.
608,1,White,e2e4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
608,2,Black,g7g6,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",Capa surprises us here by adopting the hypermodern approach. He's preparing to fianchetto the Bishop.
608,3,White,g1f3,"r n b q k b n r
p p p p p p . p
. . . . . . p .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
608,4,Black,f8g7,"r n b q k b n r
p p p p p p . p
. . . . . . p .
. . . . . . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
608,5,White,f1c4,"r n b q k . n r
p p p p p p b p
. . . . . . p .
. . . . . . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R","Taking aim at the weak f7-square. Lasker might have played d2-d4 here with no problem, as the d4-pawn would have been protected by the f3-Knight and the Queen."
608,6,Black,c7c5,"r n b q k . n r
p p p p p p b p
. . . . . . p .
. . . . . . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",Capa has made d2-d4 a bit less attractive for White.
608,7,White,e1g1,"r n b q k . n r
p p . p p p b p
. . . . . . p .
. . p . . . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
608,8,Black,b8c6,"r n b q k . n r
p p . p p p b p
. . . . . . p .
. . p . . . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .",Now d2-d4 is right out of the question.
608,9,White,c2c3,"r . b q k . n r
p p . p p p b p
. . n . . . p .
. . p . . . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .","Lasker is preparing to play d2-d4, but his units are already starting to get in each other's way. By advancing the pawn to c3, he deprives his Queenside Knight of its best developing square."
608,10,Black,d8b6,"r . b q k . n r
p p . p p p b p
. . n . . . p .
. . p . . . . .
. . B . P . . .
. . P . . N . .
P P . P . P P P
R N B Q . R K .",The Queen puts pressure on two squares: indirectly on d4 and directly on b2 (forcing the c1-Bishop to stay at home to defend the b2-pawn).
608,11,White,f1e1,"r . b . k . n r
p p . p p p b p
. q n . . . p .
. . p . . . . .
. . B . P . . .
. . P . . N . .
P P . P . P P P
R N B Q . R K .",
608,12,Black,d7d6,"r . b . k . n r
p p . p p p b p
. q n . . . p .
. . p . . . . .
. . B . P . . .
. . P . . N . .
P P . P . P P P
R N B Q R . K .",
608,13,White,c4b3,"r . b . k . n r
p p . . p p b p
. q n p . . p .
. . p . . . . .
. . B . P . . .
. . P . . N . .
P P . P . P P P
R N B Q R . K .",Blocking the Black Queen's attack on b2.
608,14,Black,g8f6,"r . b . k . n r
p p . . p p b p
. q n p . . p .
. . p . . . . .
. . . . P . . .
. B P . . N . .
P P . P . P P P
R N B Q R . K .",
608,15,White,d2d4,"r . b . k . . r
p p . . p p b p
. q n p . n p .
. . p . . . . .
. . . . P . . .
. B P . . N . .
P P . P . P P P
R N B Q R . K .",Lasker finally advances the pawn. But it's taken him a lot of work to be able to do this. Why didn't he just do this back at move three?
608,16,Black,c5d4,"r . b . k . . r
p p . . p p b p
. q n p . n p .
. . p . . . . .
. . . P P . . .
. B P . . N . .
P P . . . P P P
R N B Q R . K .",
608,17,White,c3d4,"r . b . k . . r
p p . . p p b p
. q n p . n p .
. . . . . . . .
. . . p P . . .
. B P . . N . .
P P . . . P P P
R N B Q R . K .",
608,18,Black,e8g8,"r . b . k . . r
p p . . p p b p
. q n p . n p .
. . . . . . . .
. . . P P . . .
. B . . . N . .
P P . . . P P P
R N B Q R . K .",
608,19,White,h2h3,"r . b . . r k .
p p . . p p b p
. q n p . n p .
. . . . . . . .
. . . P P . . .
. B . . . N . .
P P . . . P P P
R N B Q R . K .","The pawn advance weakens the castled King's position, but prevents the annoying pin by ...Bg4."
608,20,Black,f6h5,"r . b . . r k .
p p . . p p b p
. q n p . n p .
. . . . . . . .
. . . P P . . .
. B . . . N . P
P P . . . P P .
R N B Q R . K .",The pawn needs another defender...
608,21,White,c1e3,"r . b . . r k .
p p . . p p b p
. q n p . . p .
. . . . . . . n
. . . P P . . .
. B . . . N . P
P P . . . P P .
R N B Q R . K .","...so Lasker brings up the Bishop. Notice, though, that it's only move 11 and White is already being forced to play a defensive game."
608,22,Black,c6a5,"r . b . . r k .
p p . . p p b p
. q n p . . p .
. . . . . . . n
. . . P P . . .
. B . . B N . P
P P . . . P P .
R N . Q R . K .",
608,23,White,b1c3,"r . b . . r k .
p p . . p p b p
. q . p . . p .
n . . . . . . n
. . . P P . . .
. B . . B N . P
P P . . . P P .
R N . Q R . K .",
608,24,Black,a5b3,"r . b . . r k .
p p . . p p b p
. q . p . . p .
n . . . . . . n
. . . P P . . .
. B N . B N . P
P P . . . P P .
R . . Q R . K .",
608,25,White,a2b3,"r . b . . r k .
p p . . p p b p
. q . p . . p .
. . . . . . . n
. . . P P . . .
. n N . B N . P
P P . . . P P .
R . . Q R . K .","The a-Rook now has an open file, but at the cost of weak doubled b-pawns."
608,26,Black,b6d8,"r . b . . r k .
p p . . p p b p
. q . p . . p .
. . . . . . . n
. . . P P . . .
. P N . B N . P
. P . . . P P .
R . . Q R . K .","Capa saw Na4 (attacking the Queen) was on the way, so he decides to reposition his Queen before the threat is made."
608,27,White,e4e5,"r . b q . r k .
p p . . p p b p
. . . p . . p .
. . . . . . . n
. . . P P . . .
. P N . B N . P
. P . . . P P .
R . . Q R . K .",
608,28,Black,f7f5,"r . b q . r k .
p p . . p p b p
. . . p . . p .
. . . . P . . n
. . . P . . . .
. P N . B N . P
. P . . . P P .
R . . Q R . K .",
608,29,White,e3g5,"r . b q . r k .
p p . . p . b p
. . . p . . p .
. . . . P p . n
. . . P . . . .
. P N . B N . P
. P . . . P P .
R . . Q R . K .",
608,30,Black,d6d5,"r . b q . r k .
p p . . p . b p
. . . p . . p .
. . . . P p B n
. . . P . . . .
. P N . . N . P
. P . . . P P .
R . . Q R . K .",Both sides are slowly increasing the amount of space they control.
608,31,White,d1c1,"r . b q . r k .
p p . . p . b p
. . . . . . p .
. . . p P p B n
. . . P . . . .
. P N . . N . P
. P . . . P P .
R . . Q R . K .",
608,32,Black,c8e6,"r . b q . r k .
p p . . p . b p
. . . . . . p .
. . . p P p B n
. . . P . . . .
. P N . . N . P
. P . . . P P .
R . Q . R . K .",
608,33,White,c3e2,"r . . q . r k .
p p . . p . b p
. . . . b . p .
. . . p P p B n
. . . P . . . .
. P N . . N . P
. P . . . P P .
R . Q . R . K .",
608,34,Black,a8c8,"r . . q . r k .
p p . . p . b p
. . . . b . p .
. . . p P p B n
. . . P . . . .
. P . . . N . P
. P . . N P P .
R . Q . R . K .",
608,35,White,c1d2,". . r q . r k .
p p . . p . b p
. . . . b . p .
. . . p P p B n
. . . P . . . .
. P . . . N . P
. P . . N P P .
R . Q . R . K .",And Capa has won the open c-file.
608,36,Black,a7a6,". . r q . r k .
p p . . p . b p
. . . . b . p .
. . . p P p B n
. . . P . . . .
. P . . . N . P
. P . Q N P P .
R . . . R . K .",
608,37,White,d2b4,". . r q . r k .
. p . . p . b p
p . . . b . p .
. . . p P p B n
. . . P . . . .
. P . . . N . P
. P . Q N P P .
R . . . R . K .",
608,38,Black,d8d7,". . r q . r k .
. p . . p . b p
p . . . b . p .
. . . p P p B n
. Q . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",
608,39,White,b4e7,". . r . . r k .
. p . q p . b p
p . . . b . p .
. . . p P p B n
. Q . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",
608,40,Black,d7e7,". . r . . r k .
. p . q Q . b p
p . . . b . p .
. . . p P p B n
. . . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",
608,41,White,g5e7,". . r . . r k .
. p . . q . b p
p . . . b . p .
. . . p P p B n
. . . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",
608,42,Black,f8e8,". . r . . r k .
. p . . B . b p
p . . . b . p .
. . . p P p . n
. . . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",
608,43,White,e7b4,". . r . r . k .
. p . . B . b p
p . . . b . p .
. . . p P p . n
. . . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",
608,44,Black,c8c2,". . r . r . k .
. p . . . . b p
p . . . b . p .
. . . p P p . n
. B . P . . . .
. P . . . N . P
. P . . N P P .
R . . . R . K .",A bold move by Capablanca...
608,45,White,b4c3,". . . . r . k .
. p . . . . b p
p . . . b . p .
. . . p P p . n
. B . P . . . .
. P . . . N . P
. P r . N P P .
R . . . R . K .",...but perhaps a bit too bold. The Black Rook is now trapped behind enemy lines.
608,46,Black,g7h6,". . . . r . k .
. p . . . . b p
p . . . b . p .
. . . p P p . n
. . . P . . . .
. P B . . N . P
. P r . N P P .
R . . . R . K .",
608,47,White,g2g3,". . . . r . k .
. p . . . . . p
p . . . b . p b
. . . p P p . n
. . . P . . . .
. P B . . N . P
. P r . N P P .
R . . . R . K .",
608,48,Black,e6d7,". . . . r . k .
. p . . . . . p
p . . . b . p b
. . . p P p . n
. . . P . . . .
. P B . . N P P
. P r . N P . .
R . . . R . K .",The Bishop begins a maneuver that will increase the amount of space it controls.
608,49,White,a1d1,". . . . r . k .
. p . b . . . p
p . . . . . p b
. . . p P p . n
. . . P . . . .
. P B . . N P P
. P r . N P . .
R . . . R . K .",
608,50,Black,d7b5,". . . . r . k .
. p . b . . . p
p . . . . . p b
. . . p P p . n
. . . P . . . .
. P B . . N P P
. P r . N P . .
. . . R R . K .",
608,51,White,e2c1,". . . . r . k .
. p . . . . . p
p . . . . . p b
. b . p P p . n
. . . P . . . .
. P B . . N P P
. P r . N P . .
. . . R R . K .",
608,52,Black,h5g7,". . . . r . k .
. p . . . . . p
p . . . . . p b
. b . p P p . n
. . . P . . . .
. P B . . N P P
. P r . . P . .
. . N R R . K .",
608,53,White,f3h2,". . . . r . k .
. p . . . . n p
p . . . . . p b
. b . p P p . .
. . . P . . . .
. P B . . N P P
. P r . . P . .
. . N R R . K .",
608,54,Black,g7e6,". . . . r . k .
. p . . . . n p
p . . . . . p b
. b . p P p . .
. . . P . . . .
. P B . . . P P
. P r . . P . N
. . N R R . K .",Notice that Capa has changed blockading pieces -- first the Bishop was the piece blockading the e5-pawn. Now the Knight becomes the blockader.
608,55,White,c1d3,". . . . r . k .
. p . . . . . p
p . . . n . p b
. b . p P p . .
. . . P . . . .
. P B . . . P P
. P r . . P . N
. . N R R . K .",
608,56,Black,b5d3,". . . . r . k .
. p . . . . . p
p . . . n . p b
. b . p P p . .
. . . P . . . .
. P B N . . P P
. P r . . P . N
. . . R R . K .",
608,57,White,d1d3,". . . . r . k .
. p . . . . . p
p . . . n . p b
. . . p P p . .
. . . P . . . .
. P B b . . P P
. P r . . P . N
. . . R R . K .",
608,58,Black,h6c1,". . . . r . k .
. p . . . . . p
p . . . n . p b
. . . p P p . .
. . . P . . . .
. P B R . . P P
. P r . . P . N
. . . . R . K .",
608,59,White,h2f1,". . . . r . k .
. p . . . . . p
p . . . n . p .
. . . p P p . .
. . . P . . . .
. P B R . . P P
. P r . . P . N
. . b . R . K .",
608,60,Black,e6g5,". . . . r . k .
. p . . . . . p
p . . . n . p .
. . . p P p . .
. . . P . . . .
. P B R . . P P
. P r . . P . .
. . b . R N K .",Capa slowly works his pieces into White's position. Now he threatens to win back his pawn with check.
608,61,White,g1g2,". . . . r . k .
. p . . . . . p
p . . . . . p .
. . . p P p n .
. . . P . . . .
. P B R . . P P
. P r . . P . .
. . b . R N K .",
608,62,Black,g5e4,". . . . r . k .
. p . . . . . p
p . . . . . p .
. . . p P p n .
. . . P . . . .
. P B R . . P P
. P r . . P K .
. . b . R N . .",
608,63,White,d3f3,". . . . r . k .
. p . . . . . p
p . . . . . p .
. . . p P p . .
. . . P n . . .
. P B R . . P P
. P r . . P K .
. . b . R N . .",
608,64,Black,g8f7,". . . . r . k .
. p . . . . . p
p . . . . . p .
. . . p P p . .
. . . P n . . .
. P B . . R P P
. P r . . P K .
. . b . R N . .",
608,65,White,g3g4,". . . . r . . .
. p . . . k . p
p . . . . . p .
. . . p P p . .
. . . P n . . .
. P B . . R P P
. P r . . P K .
. . b . R N . .",
608,66,Black,f7e6,". . . . r . . .
. p . . . k . p
p . . . . . p .
. . . p P p . .
. . . P n . P .
. P B . . R . P
. P r . . P K .
. . b . R N . .",Centralizing the King and blockading the pawn.
608,67,White,f1e3,". . . . r . . .
. p . . . . . p
p . . . k . p .
. . . p P p . .
. . . P n . P .
. P B . . R . P
. P r . . P K .
. . b . R N . .",
608,68,Black,c1e3,". . . . r . . .
. p . . . . . p
p . . . k . p .
. . . p P p . .
. . . P n . P .
. P B . N R . P
. P r . . P K .
. . b . R . . .",
608,69,White,e1e3,". . . . r . . .
. p . . . . . p
p . . . k . p .
. . . p P p . .
. . . P n . P .
. P B . b R . P
. P r . . P K .
. . . . R . . .",
608,70,Black,e8c8,". . . . r . . .
. p . . . . . p
p . . . k . p .
. . . p P p . .
. . . P n . P .
. P B . R R . P
. P r . . P K .
. . . . . . . .",
608,71,White,g2f1,". . r . . . . .
. p . . . . . p
p . . . k . p .
. . . p P p . .
. . . P n . P .
. P B . R R . P
. P r . . P K .
. . . . . . . .",
608,72,Black,b7b5,". . r . . . . .
. p . . . . . p
p . . . k . p .
. . . p P p . .
. . . P n . P .
. P B . R R . P
. P r . . P . .
. . . . . K . .",
608,73,White,g4f5,". . r . . . . .
. . . . . . . p
p . . . k . p .
. p . p P p . .
. . . P n . P .
. P B . R R . P
. P r . . P . .
. . . . . K . .",
608,74,Black,g6f5,". . r . . . . .
. . . . . . . p
p . . . k . p .
. p . p P P . .
. . . P n . . .
. P B . R R . P
. P r . . P . .
. . . . . K . .",
608,75,White,f3f4,". . r . . . . .
. . . . . . . p
p . . . k . . .
. p . p P p . .
. . . P n . . .
. P B . R R . P
. P r . . P . .
. . . . . K . .",
608,76,Black,h7h5,". . r . . . . .
. . . . . . . p
p . . . k . . .
. p . p P p . .
. . . P n R . .
. P B . R . . P
. P r . . P . .
. . . . . K . .",
608,77,White,e3e2,". . r . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P B . R . . P
. P r . . P . .
. . . . . K . .",
608,78,Black,c2c1,". . r . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P B . . . . P
. P r . R P . .
. . . . . K . .",
608,79,White,e2e1,". . r . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P B . . . . P
. P . . R P . .
. . r . . K . .",
608,80,Black,c1e1,". . r . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P B . . . . P
. P . . . P . .
. . r . R K . .",
608,81,White,c3e1,". . r . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P B . . . . P
. P . . . P . .
. . . . r K . .",
608,82,Black,c8c1,". . r . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P . . . . . P
. P . . . P . .
. . . . B K . .",
608,83,White,f4h4,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n R . .
. P . . . . . P
. P . . . P . .
. . r . B K . .",
608,84,Black,c1b1,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n . . R
. P . . . . . P
. P . . . P . .
. . r . B K . .",
608,85,White,h4h5,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . p
. . . P n . . R
. P . . . . . P
. P . . . P . .
. r . . B K . .",
608,86,Black,f5f4,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P p . R
. . . P n . . .
. P . . . . . P
. P . . . P . .
. r . . B K . .",The idea is to play ...f3 and cut off the White King's flight squares.
608,87,White,f1e2,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P . . R
. . . P n p . .
. P . . . . . P
. P . . . P . .
. r . . B K . .",
608,88,Black,f4f3,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P . . R
. . . P n p . .
. P . . . . . P
. P . . K P . .
. r . . B . . .",
608,89,White,e2f3,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P . . R
. . . P n . . .
. P . . . p . P
. P . . K P . .
. r . . B . . .","Forced. White must lose his Bishop, but the alternative variation would be much worse for him."
608,90,Black,b1e1,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P . . R
. . . P n . . .
. P . . . K . P
. P . . . P . .
. r . . B . . .",
608,91,White,h5h6,". . . . . . . .
. . . . . . . .
p . . . k . . .
. p . p P . . R
. . . P n . . .
. P . . . K . P
. P . . . P . .
. . . . r . . .",
608,92,Black,e6f5,". . . . . . . .
. . . . . . . .
p . . . k . . R
. p . p P . . .
. . . P n . . .
. P . . . K . P
. P . . . P . .
. . . . r . . .",
608,93,White,h6a6,". . . . . . . .
. . . . . . . .
p . . . . . . R
. p . p P k . .
. . . P n . . .
. P . . . K . P
. P . . . P . .
. . . . r . . .",
608,94,Black,e4g5,". . . . . . . .
. . . . . . . .
R . . . . . . .
. p . p P k . .
. . . P n . . .
. P . . . K . P
. P . . . P . .
. . . . r . . .",
608,95,White,f3g2,". . . . . . . .
. . . . . . . .
R . . . . . . .
. p . p P k n .
. . . P . . . .
. P . . . K . P
. P . . . P . .
. . . . r . . .",
608,96,Black,g5e6,". . . . . . . .
. . . . . . . .
R . . . . . . .
. p . p P k n .
. . . P . . . .
. P . . . . . P
. P . . . P K .
. . . . r . . .",
608,97,White,h3h4,". . . . . . . .
. . . . . . . .
R . . . n . . .
. p . p P k . .
. . . P . . . .
. P . . . . . P
. P . . . P K .
. . . . r . . .",
608,98,Black,e1e4,". . . . . . . .
. . . . . . . .
R . . . n . . .
. p . p P k . .
. . . P . . . P
. P . . . . . .
. P . . . P K .
. . . . r . . .",
608,99,White,a6b6,". . . . . . . .
. . . . . . . .
R . . . n . . .
. p . p P k . .
. . . P r . . P
. P . . . . . .
. P . . . P K .
. . . . . . . .",
608,100,Black,e4g4,". . . . . . . .
. . . . . . . .
. R . . n . . .
. p . p P k . .
. . . P r . . P
. P . . . . . .
. P . . . P K .
. . . . . . . .","This move looks very strange, but there's a method to Capa's madness."
608,101,White,g2f1,". . . . . . . .
. . . . . . . .
. R . . n . . .
. p . p P k . .
. . . P . . r P
. P . . . . . .
. P . . . P K .
. . . . . . . .",
608,102,Black,e6d4,". . . . . . . .
. . . . . . . .
. R . . n . . .
. p . p P k . .
. . . P . . r P
. P . . . . . .
. P . . . P . .
. . . . . K . .","The Knight does double-duty, attacking the b3-pawn while defending the b5-pawn."
608,103,White,e5e6,". . . . . . . .
. . . . . . . .
. R . . . . . .
. p . p P k . .
. . . n . . r P
. P . . . . . .
. P . . . P . .
. . . . . K . .",
608,104,Black,g4e4,". . . . . . . .
. . . . . . . .
. R . . P . . .
. p . p . k . .
. . . n . . r P
. P . . . . . .
. P . . . P . .
. . . . . K . .",
608,105,White,h4h5,". . . . . . . .
. . . . . . . .
. R . . P . . .
. p . p . k . .
. . . n r . . P
. P . . . . . .
. P . . . P . .
. . . . . K . .",
608,106,Black,e4e6,". . . . . . . .
. . . . . . . .
. R . . P . . .
. p . p . k . P
. . . n r . . .
. P . . . . . .
. P . . . P . .
. . . . . K . .",
608,107,White,b6b8,". . . . . . . .
. . . . . . . .
. R . . r . . .
. p . p . k . P
. . . n . . . .
. P . . . . . .
. P . . . P . .
. . . . . K . .",
608,108,Black,e6h6,". R . . . . . .
. . . . . . . .
. . . . r . . .
. p . p . k . P
. . . n . . . .
. P . . . . . .
. P . . . P . .
. . . . . K . .",
608,109,White,f1e1,". R . . . . . .
. . . . . . . .
. . . . . . . r
. p . p . k . P
. . . n . . . .
. P . . . . . .
. P . . . P . .
. . . . . K . .",
